,Query,Code,replace_subsysname,replace_fngname,replace_scadades,replace_scadaname,replace_scadafno,replace_alarmno,replace_alarmdes,replace_feventdetails
83,What are units for Wind Vane 1 Direction Maximum Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Wind Vane 1 Direction Maximum Value""}) RETURN n.unit",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
84,What is the feature label for Wind Vane 1 Direction Maximum Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Wind Vane 1 Direction Maximum Value""}) RETURN n.name",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
28,Show details for Wind Vane 1 Direction Standard Deviation wind turbine SCADA feature,"MATCH(n:Feature{description:""Wind Vane 1 Direction Standard Deviation""}) RETURN n",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
47,Show description of the Wind Vane 1 Direction Standard Deviation wind turbine SCADA feature,"MATCH(n:Feature{description:""Wind Vane 1 Direction Standard Deviation""}) RETURN n",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
48,What fault events are caused in the wind turbine by the Wind Vane 1 Direction Standard Deviation SCADA feature?,"MATCH(n:Feature{description:""Wind Vane 1 Direction Standard Deviation""})-[:RELATESTO]-(p) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
74,Show specific corrective actions relating to Wind Vane 1 Direction Standard Deviation wind turbine SCADA feature,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:RELATESTO]-(r:Feature{description:""Wind Vane 1 Direction Standard Deviation""}) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
75,What are specific corrective actions due to inconsistency in Wind Vane 1 Direction Standard Deviation wind turbine SCADA feature,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:RELATESTO]-(r:Feature{description:""Wind Vane 1 Direction Standard Deviation""}) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
83,What are units for Wind Vane 1 Direction Standard Deviation wind turbine SCADA feature,"MATCH(n:Feature{description:""Wind Vane 1 Direction Standard Deviation""}) RETURN n.unit",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
84,What is the feature label for Wind Vane 1 Direction Standard Deviation wind turbine SCADA feature,"MATCH(n:Feature{description:""Wind Vane 1 Direction Standard Deviation""}) RETURN n.name",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
28,Show details for Outdoor Temperature Mean Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Outdoor Temperature Mean Value""}) RETURN n",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
47,Show description of the Outdoor Temperature Mean Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Outdoor Temperature Mean Value""}) RETURN n",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
48,What fault events are caused in the wind turbine by the Outdoor Temperature Mean Value SCADA feature?,"MATCH(n:Feature{description:""Outdoor Temperature Mean Value""})-[:RELATESTO]-(p) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
74,Show specific corrective actions relating to Outdoor Temperature Mean Value wind turbine SCADA feature,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:RELATESTO]-(r:Feature{description:""Outdoor Temperature Mean Value""}) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
75,What are specific corrective actions due to inconsistency in Outdoor Temperature Mean Value wind turbine SCADA feature,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:RELATESTO]-(r:Feature{description:""Outdoor Temperature Mean Value""}) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
83,What are units for Outdoor Temperature Mean Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Outdoor Temperature Mean Value""}) RETURN n.unit",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
84,What is the feature label for Outdoor Temperature Mean Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Outdoor Temperature Mean Value""}) RETURN n.name",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
28,Show details for Outdoor Temperature Minimum Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Outdoor Temperature Minimum Value""}) RETURN n",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
47,Show description of the Outdoor Temperature Minimum Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Outdoor Temperature Minimum Value""}) RETURN n",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
48,What fault events are caused in the wind turbine by the Outdoor Temperature Minimum Value SCADA feature?,"MATCH(n:Feature{description:""Outdoor Temperature Minimum Value""})-[:RELATESTO]-(p) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
74,Show specific corrective actions relating to Outdoor Temperature Minimum Value wind turbine SCADA feature,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:RELATESTO]-(r:Feature{description:""Outdoor Temperature Minimum Value""}) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
75,What are specific corrective actions due to inconsistency in Outdoor Temperature Minimum Value wind turbine SCADA feature,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:RELATESTO]-(r:Feature{description:""Outdoor Temperature Minimum Value""}) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
83,What are units for Outdoor Temperature Minimum Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Outdoor Temperature Minimum Value""}) RETURN n.unit",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
84,What is the feature label for Outdoor Temperature Minimum Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Outdoor Temperature Minimum Value""}) RETURN n.name",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
28,Show details for Outdoor Temperature Maximum Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Outdoor Temperature Maximum Value""}) RETURN n",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
47,Show description of the Outdoor Temperature Maximum Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Outdoor Temperature Maximum Value""}) RETURN n",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
48,What fault events are caused in the wind turbine by the Outdoor Temperature Maximum Value SCADA feature?,"MATCH(n:Feature{description:""Outdoor Temperature Maximum Value""})-[:RELATESTO]-(p) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
74,Show specific corrective actions relating to Outdoor Temperature Maximum Value wind turbine SCADA feature,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:RELATESTO]-(r:Feature{description:""Outdoor Temperature Maximum Value""}) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
75,What are specific corrective actions due to inconsistency in Outdoor Temperature Maximum Value wind turbine SCADA feature,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:RELATESTO]-(r:Feature{description:""Outdoor Temperature Maximum Value""}) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
83,What are units for Outdoor Temperature Maximum Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Outdoor Temperature Maximum Value""}) RETURN n.unit",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
84,What is the feature label for Outdoor Temperature Maximum Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Outdoor Temperature Maximum Value""}) RETURN n.name",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
28,Show details for Grid Frequency Mean Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Grid Frequency Mean Value""}) RETURN n",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
47,Show description of the Grid Frequency Mean Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Grid Frequency Mean Value""}) RETURN n",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
48,What fault events are caused in the wind turbine by the Grid Frequency Mean Value SCADA feature?,"MATCH(n:Feature{description:""Grid Frequency Mean Value""})-[:RELATESTO]-(p) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
74,Show specific corrective actions relating to Grid Frequency Mean Value wind turbine SCADA feature,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:RELATESTO]-(r:Feature{description:""Grid Frequency Mean Value""}) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
75,What are specific corrective actions due to inconsistency in Grid Frequency Mean Value wind turbine SCADA feature,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:RELATESTO]-(r:Feature{description:""Grid Frequency Mean Value""}) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
83,What are units for Grid Frequency Mean Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Grid Frequency Mean Value""}) RETURN n.unit",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
84,What is the feature label for Grid Frequency Mean Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Grid Frequency Mean Value""}) RETURN n.name",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
28,Show details for Grid Frequency Minimum Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Grid Frequency Minimum Value""}) RETURN n",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
47,Show description of the Grid Frequency Minimum Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Grid Frequency Minimum Value""}) RETURN n",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
48,What fault events are caused in the wind turbine by the Grid Frequency Minimum Value SCADA feature?,"MATCH(n:Feature{description:""Grid Frequency Minimum Value""})-[:RELATESTO]-(p) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
74,Show specific corrective actions relating to Grid Frequency Minimum Value wind turbine SCADA feature,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:RELATESTO]-(r:Feature{description:""Grid Frequency Minimum Value""}) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
75,What are specific corrective actions due to inconsistency in Grid Frequency Minimum Value wind turbine SCADA feature,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:RELATESTO]-(r:Feature{description:""Grid Frequency Minimum Value""}) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
83,What are units for Grid Frequency Minimum Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Grid Frequency Minimum Value""}) RETURN n.unit",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
84,What is the feature label for Grid Frequency Minimum Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Grid Frequency Minimum Value""}) RETURN n.name",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
28,Show details for Grid Frequency Maximum Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Grid Frequency Maximum Value""}) RETURN n",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
47,Show description of the Grid Frequency Maximum Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Grid Frequency Maximum Value""}) RETURN n",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
48,What fault events are caused in the wind turbine by the Grid Frequency Maximum Value SCADA feature?,"MATCH(n:Feature{description:""Grid Frequency Maximum Value""})-[:RELATESTO]-(p) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
74,Show specific corrective actions relating to Grid Frequency Maximum Value wind turbine SCADA feature,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:RELATESTO]-(r:Feature{description:""Grid Frequency Maximum Value""}) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
75,What are specific corrective actions due to inconsistency in Grid Frequency Maximum Value wind turbine SCADA feature,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:RELATESTO]-(r:Feature{description:""Grid Frequency Maximum Value""}) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
83,What are units for Grid Frequency Maximum Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Grid Frequency Maximum Value""}) RETURN n.unit",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
84,What is the feature label for Grid Frequency Maximum Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Grid Frequency Maximum Value""}) RETURN n.name",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
28,Show details for Grid Frequency Standard Deviation wind turbine SCADA feature,"MATCH(n:Feature{description:""Grid Frequency Standard Deviation""}) RETURN n",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
47,Show description of the Grid Frequency Standard Deviation wind turbine SCADA feature,"MATCH(n:Feature{description:""Grid Frequency Standard Deviation""}) RETURN n",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
48,What fault events are caused in the wind turbine by the Grid Frequency Standard Deviation SCADA feature?,"MATCH(n:Feature{description:""Grid Frequency Standard Deviation""})-[:RELATESTO]-(p) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
74,Show specific corrective actions relating to Grid Frequency Standard Deviation wind turbine SCADA feature,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:RELATESTO]-(r:Feature{description:""Grid Frequency Standard Deviation""}) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
75,What are specific corrective actions due to inconsistency in Grid Frequency Standard Deviation wind turbine SCADA feature,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:RELATESTO]-(r:Feature{description:""Grid Frequency Standard Deviation""}) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
83,What are units for Grid Frequency Standard Deviation wind turbine SCADA feature,"MATCH(n:Feature{description:""Grid Frequency Standard Deviation""}) RETURN n.unit",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
84,What is the feature label for Grid Frequency Standard Deviation wind turbine SCADA feature,"MATCH(n:Feature{description:""Grid Frequency Standard Deviation""}) RETURN n.name",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
28,Show details for Generator Converter Speed Mean Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Generator Converter Speed Mean Value""}) RETURN n",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
47,Show description of the Generator Converter Speed Mean Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Generator Converter Speed Mean Value""}) RETURN n",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
48,What fault events are caused in the wind turbine by the Generator Converter Speed Mean Value SCADA feature?,"MATCH(n:Feature{description:""Generator Converter Speed Mean Value""})-[:RELATESTO]-(p) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
74,Show specific corrective actions relating to Generator Converter Speed Mean Value wind turbine SCADA feature,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:RELATESTO]-(r:Feature{description:""Generator Converter Speed Mean Value""}) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
75,What are specific corrective actions due to inconsistency in Generator Converter Speed Mean Value wind turbine SCADA feature,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:RELATESTO]-(r:Feature{description:""Generator Converter Speed Mean Value""}) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
83,What are units for Generator Converter Speed Mean Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Generator Converter Speed Mean Value""}) RETURN n.unit",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
84,What is the feature label for Generator Converter Speed Mean Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Generator Converter Speed Mean Value""}) RETURN n.name",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
28,Show details for Generator Converter Speed Minimum Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Generator Converter Speed Minimum Value""}) RETURN n",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
47,Show description of the Generator Converter Speed Minimum Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Generator Converter Speed Minimum Value""}) RETURN n",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
48,What fault events are caused in the wind turbine by the Generator Converter Speed Minimum Value SCADA feature?,"MATCH(n:Feature{description:""Generator Converter Speed Minimum Value""})-[:RELATESTO]-(p) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
74,Show specific corrective actions relating to Generator Converter Speed Minimum Value wind turbine SCADA feature,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:RELATESTO]-(r:Feature{description:""Generator Converter Speed Minimum Value""}) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
75,What are specific corrective actions due to inconsistency in Generator Converter Speed Minimum Value wind turbine SCADA feature,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:RELATESTO]-(r:Feature{description:""Generator Converter Speed Minimum Value""}) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
83,What are units for Generator Converter Speed Minimum Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Generator Converter Speed Minimum Value""}) RETURN n.unit",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
84,What is the feature label for Generator Converter Speed Minimum Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Generator Converter Speed Minimum Value""}) RETURN n.name",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
28,Show details for Generator Converter Speed Maximum Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Generator Converter Speed Maximum Value""}) RETURN n",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
47,Show description of the Generator Converter Speed Maximum Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Generator Converter Speed Maximum Value""}) RETURN n",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
48,What fault events are caused in the wind turbine by the Generator Converter Speed Maximum Value SCADA feature?,"MATCH(n:Feature{description:""Generator Converter Speed Maximum Value""})-[:RELATESTO]-(p) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
74,Show specific corrective actions relating to Generator Converter Speed Maximum Value wind turbine SCADA feature,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:RELATESTO]-(r:Feature{description:""Generator Converter Speed Maximum Value""}) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
75,What are specific corrective actions due to inconsistency in Generator Converter Speed Maximum Value wind turbine SCADA feature,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:RELATESTO]-(r:Feature{description:""Generator Converter Speed Maximum Value""}) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
83,What are units for Generator Converter Speed Maximum Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Generator Converter Speed Maximum Value""}) RETURN n.unit",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
84,What is the feature label for Generator Converter Speed Maximum Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Generator Converter Speed Maximum Value""}) RETURN n.name",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
28,Show details for Generator Converter Speed Standard Deviation wind turbine SCADA feature,"MATCH(n:Feature{description:""Generator Converter Speed Standard Deviation""}) RETURN n",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
